timestamp,ghi,dhi,dni,temp_air,wind_speed,relative_humidity,shading_ratio,avg_ghi_agrivoltaic,soil_moisture,power_output,dli_open,dli_agri,et_open,et_agri,water_savings,daily_production,ghi_open_field_w_m2,ghi_agrivoltaic_w_m2,temp_open_field_c,temp_agrivoltaic_c,wind_speed_m_s,relative_humidity_percent,panel_tilt_degrees
2022-01-01 21:00:00+00:00,0.0,0.0,0.0,5.35,3.1,54.05,0.0,0.0,48.93,0.0,14.2875,11.8131,2.1263,1.9788,0.1475,0.7767,0.0,0.0,5.35,4.15,3.1,54.05,0.0
2022-01-01 22:00:00+00:00,0.0,0.0,0.0,4.98,3.03,58.3,0.0,0.0,49.004,0.0,14.2875,11.8131,2.1263,1.9788,0.1475,0.7767,0.0,0.0,4.98,3.78,3.03,58.3,0.0
2022-01-01 23:00:00+00:00,0.0,0.0,0.0,4.7,3.03,60.5,0.0,0.0,49.06,0.0,14.2875,11.8131,2.1263,1.9788,0.1475,0.7767,0.0,0.0,4.7,3.5,3.03,60.5,0.0
2022-01-02 00:00:00+00:00,0.0,0.0,0.0,4.4,2.97,62.95,0.0,0.0,49.12,0.0,3.0689,3.0689,1.249,1.249,0.0,0.543,0.0,0.0,4.4,3.2,2.97,62.95,0.0
2022-01-02 01:00:00+00:00,0.0,0.0,0.0,4.22,2.76,67.9,0.0,0.0,49.156,0.0,3.0689,3.0689,1.249,1.249,0.0,0.543,0.0,0.0,4.22,3.02,2.76,67.9,0.0
2022-01-02 02:00:00+00:00,0.0,0.0,0.0,4.31,2.55,67.9,0.0,0.0,49.138,0.0,3.0689,3.0689,1.249,1.249,0.0,0.543,0.0,0.0,4.31,3.1099999999999994,2.55,67.9,0.0
2022-01-02 03:00:00+00:00,0.0,0.0,0.0,4.19,2.34,70.6,0.0,0.0,49.162,0.0,3.0689,3.0689,1.249,1.249,0.0,0.543,0.0,0.0,4.19,2.99,2.34,70.6,0.0
2022-01-02 04:00:00+00:00,0.0,0.0,0.0,4.02,2.28,70.6,0.0,0.0,49.196,0.0,3.0689,3.0689,1.249,1.249,0.0,0.543,0.0,0.0,4.02,2.8199999999999994,2.28,70.6,0.0
2022-01-02 05:00:00+00:00,0.0,0.0,0.0,3.89,2.21,73.4,0.0,0.0,49.222,0.0,3.0689,3.0689,1.249,1.249,0.0,0.543,0.0,0.0,3.89,2.6900000000000004,2.21,73.4,0.0
2022-01-02 06:00:00+00:00,0.0,0.0,0.0,3.82,2.14,73.4,0.0,0.0,49.236,0.0,3.0689,3.0689,1.249,1.249,0.0,0.543,0.0,0.0,3.82,2.62,2.14,73.4,0.0
2022-01-02 07:00:00+00:00,51.0,40.0,108.84,4.43,2.55,68.0,0.0,51.0,49.012,0.0329,3.0689,3.0689,1.249,1.249,0.0,0.543,51.0,51.0,4.43,3.2299999999999995,2.55,68.0,5.785842617305027
2022-01-02 08:00:00+00:00,135.0,110.0,102.72,4.93,2.41,65.55,0.0,135.0,48.744,0.0898,3.0689,3.0689,1.249,1.249,0.0,0.543,135.0,135.0,4.93,3.73,2.41,65.55,22.895962945225
2022-01-02 09:00:00+00:00,87.0,87.0,0.0,5.41,2.41,60.75,0.0,87.0,48.744,0.071,3.0689,3.0689,1.249,1.249,0.0,0.543,87.0,87.0,5.41,4.21,2.41,60.75,55.00000000000001
2022-01-02 10:00:00+00:00,88.0,88.0,0.0,6.07,2.48,54.15,0.2,88.0,50.61,0.0717,3.0689,3.0689,1.249,1.249,0.0,0.543,88.0,88.0,6.07,4.87,2.48,54.15,32.873832641258346
2022-01-02 11:00:00+00:00,73.0,73.0,0.0,6.6,2.62,52.2,0.4,73.0,52.534,0.0594,3.0689,3.0689,1.249,1.249,0.0,0.543,73.0,73.0,6.6,5.4,2.62,52.2,3.653729106954244
2022-01-02 12:00:00+00:00,71.0,71.0,0.0,7.28,2.48,52.2,0.44,71.0,52.802,0.0577,3.0689,3.0689,1.249,1.249,0.0,0.543,71.0,71.0,7.28,6.08,2.48,52.2,26.59502261884615
2022-01-02 13:00:00+00:00,83.0,83.0,0.0,7.73,2.34,48.4,0.22,83.0,50.488,0.0672,3.0689,3.0689,1.249,1.249,0.0,0.543,83.0,83.0,7.73,6.53,2.34,48.4,50.64994577822636
2022-01-02 14:00:00+00:00,94.0,89.0,21.87,7.67,2.14,48.4,0.0,94.0,48.278,0.072,3.0689,3.0689,1.249,1.249,0.0,0.543,94.0,94.0,7.67,6.47,2.14,48.4,29.326374061888245
2022-01-02 15:00:00+00:00,28.0,26.0,24.08,7.39,2.0,50.35,0.0,28.0,48.466,0.0212,3.0689,3.0689,1.249,1.249,0.0,0.543,28.0,28.0,7.39,6.19,2.0,50.35,9.08239158331693
2022-01-02 16:00:00+00:00,0.0,0.0,0.0,7.03,2.07,52.2,0.0,0.0,48.594,0.0,3.0689,3.0689,1.249,1.249,0.0,0.543,0.0,0.0,7.03,5.83,2.07,52.2,0.0
2022-01-02 17:00:00+00:00,0.0,0.0,0.0,6.76,2.28,54.3,0.0,0.0,48.648,0.0,3.0689,3.0689,1.249,1.249,0.0,0.543,0.0,0.0,6.76,5.56,2.28,54.3,0.0
2022-01-02 18:00:00+00:00,0.0,0.0,0.0,6.28,2.41,56.3,0.0,0.0,48.744,0.0,3.0689,3.0689,1.249,1.249,0.0,0.543,0.0,0.0,6.28,5.08,2.41,56.3,0.0
2022-01-02 19:00:00+00:00,0.0,0.0,0.0,6.09,2.69,58.55,0.0,0.0,48.782,0.0,3.0689,3.0689,1.249,1.249,0.0,0.543,0.0,0.0,6.09,4.89,2.69,58.55,0.0
2022-01-02 20:00:00+00:00,0.0,0.0,0.0,5.68,2.83,60.75,0.0,0.0,48.864,0.0,3.0689,3.0689,1.249,1.249,0.0,0.543,0.0,0.0,5.68,4.48,2.83,60.75,0.0
2022-01-02 21:00:00+00:00,0.0,0.0,0.0,5.2,2.97,63.05,0.0,0.0,48.96,0.0,3.0689,3.0689,1.249,1.249,0.0,0.543,0.0,0.0,5.2,4.0,2.97,63.05,0.0
2022-01-02 22:00:00+00:00,0.0,0.0,0.0,5.11,2.97,65.55,0.0,0.0,48.978,0.0,3.0689,3.0689,1.249,1.249,0.0,0.543,0.0,0.0,5.11,3.91,2.97,65.55,0.0
2022-01-02 23:00:00+00:00,0.0,0.0,0.0,4.93,2.83,65.55,0.0,0.0,49.014,0.0,3.0689,3.0689,1.249,1.249,0.0,0.543,0.0,0.0,4.93,3.73,2.83,65.55,0.0
2022-01-03 00:00:00+00:00,0.0,0.0,0.0,4.8,2.76,70.7,0.0,0.0,49.04,0.0,7.0686,6.921,1.5176,1.5092,0.0084,0.9034,0.0,0.0,4.8,3.6,2.76,70.7,0.0
2022-01-03 01:00:00+00:00,0.0,0.0,0.0,4.87,2.76,68.1,0.0,0.0,49.026,0.0,7.0686,6.921,1.5176,1.5092,0.0084,0.9034,0.0,0.0,4.87,3.67,2.76,68.1,0.0
2022-01-03 02:00:00+00:00,0.0,0.0,0.0,4.85,2.83,68.1,0.0,0.0,49.03,0.0,7.0686,6.921,1.5176,1.5092,0.0084,0.9034,0.0,0.0,4.85,3.65,2.83,68.1,0.0
2022-01-03 03:00:00+00:00,0.0,0.0,0.0,4.89,3.03,68.1,0.0,0.0,49.022,0.0,7.0686,6.921,1.5176,1.5092,0.0084,0.9034,0.0,0.0,4.89,3.69,3.03,68.1,0.0
2022-01-03 04:00:00+00:00,0.0,0.0,0.0,4.87,3.03,65.55,0.0,0.0,49.026,0.0,7.0686,6.921,1.5176,1.5092,0.0084,0.9034,0.0,0.0,4.87,3.67,3.03,65.55,0.0
2022-01-03 05:00:00+00:00,0.0,0.0,0.0,5.07,2.9,65.55,0.0,0.0,48.986,0.0,7.0686,6.921,1.5176,1.5092,0.0084,0.9034,0.0,0.0,5.07,3.87,2.9,65.55,0.0
2022-01-03 06:00:00+00:00,0.0,0.0,0.0,5.21,2.83,68.1,0.0,0.0,48.958,0.0,7.0686,6.921,1.5176,1.5092,0.0084,0.9034,0.0,0.0,5.21,4.01,2.83,68.1,0.0
2022-01-03 07:00:00+00:00,56.0,38.0,177.96,5.18,3.17,68.1,0.0,56.0,48.852,0.0312,7.0686,6.921,1.5176,1.5092,0.0084,0.9034,56.0,56.0,5.18,3.98,3.17,68.1,5.773656440076223
2022-01-03 08:00:00+00:00,119.0,105.0,57.43,5.77,3.24,65.65,0.0,119.0,48.608,0.0855,7.0686,6.921,1.5176,1.5092,0.0084,0.9034,119.0,119.0,5.77,4.569999999999999,3.24,65.65,22.86098508232888
2022-01-03 09:00:00+00:00,177.0,159.0,51.07,6.9,3.31,61.0,0.0,177.0,48.266,0.1282,7.0686,6.921,1.5176,1.5092,0.0084,0.9034,177.0,175.2,6.9,5.7,3.31,61.0,55.00000000000001
2022-01-03 10:00:00+00:00,154.0,152.0,4.76,7.82,3.45,58.8,0.2,153.6,50.128,0.1222,7.0686,6.921,1.5176,1.5092,0.0084,0.9034,154.0,153.16,7.82,6.62,3.45,58.8,32.99996660915284
2022-01-03 11:00:00+00:00,198.0,188.0,22.67,8.71,3.59,59.0,0.4,194.0,51.862,0.1569,7.0686,6.921,1.5176,1.5092,0.0084,0.9034,198.0,193.4,8.71,7.510000000000001,3.59,59.0,3.8854175962151984
2022-01-03 12:00:00+00:00,208.0,189.0,45.78,9.41,3.66,59.25,0.44,199.64,52.102,0.1506,7.0686,6.921,1.5176,1.5092,0.0084,0.9034,208.0,201.92,9.41,8.21,3.66,59.25,26.31610057261602
2022-01-03 13:00:00+00:00,209.0,163.0,133.97,9.73,3.59,61.55,0.22,198.88,49.836,0.13,7.0686,6.921,1.5176,1.5092,0.0084,0.9034,209.0,209.0,9.73,8.530000000000001,3.59,61.55,50.39819533002153
2022-01-03 14:00:00+00:00,153.0,99.0,233.83,9.92,3.52,61.65,0.0,153.0,47.71,0.0794,7.0686,6.921,1.5176,1.5092,0.0084,0.9034,153.0,153.0,9.92,8.72,3.52,61.65,29.77598670501543
2022-01-03 15:00:00+00:00,56.0,24.0,374.56,9.55,3.24,63.9,0.0,56.0,47.978,0.0194,7.0686,6.921,1.5176,1.5092,0.0084,0.9034,56.0,56.0,9.55,8.350000000000001,3.24,63.9,9.296636031926724
2022-01-03 16:00:00+00:00,0.0,0.0,0.0,8.74,3.03,68.7,0.0,0.0,48.252,0.0,7.0686,6.921,1.5176,1.5092,0.0084,0.9034,0.0,0.0,8.74,7.54,3.03,68.7,0.0
2022-01-03 17:00:00+00:00,0.0,0.0,0.0,7.89,2.97,73.95,0.0,0.0,48.422,0.0,7.0686,6.921,1.5176,1.5092,0.0084,0.9034,0.0,0.0,7.89,6.69,2.97,73.95,0.0
2022-01-03 18:00:00+00:00,0.0,0.0,0.0,7.12,2.97,79.55,0.0,0.0,48.576,0.0,7.0686,6.921,1.5176,1.5092,0.0084,0.9034,0.0,0.0,7.12,5.92,2.97,79.55,0.0
2022-01-03 19:00:00+00:00,0.0,0.0,0.0,6.89,3.24,73.8,0.0,0.0,48.622,0.0,7.0686,6.921,1.5176,1.5092,0.0084,0.9034,0.0,0.0,6.89,5.69,3.24,73.8,0.0
2022-01-03 20:00:00+00:00,0.0,0.0,0.0,6.26,3.1,76.55,0.0,0.0,48.748,0.0,7.0686,6.921,1.5176,1.5092,0.0084,0.9034,0.0,0.0,6.26,5.06,3.1,76.55,0.0
2022-01-03 21:00:00+00:00,0.0,0.0,0.0,5.83,3.1,76.5,0.0,0.0,48.834,0.0,7.0686,6.921,1.5176,1.5092,0.0084,0.9034,0.0,0.0,5.83,4.63,3.1,76.5,0.0
2022-01-03 22:00:00+00:00,0.0,0.0,0.0,5.37,3.17,76.5,0.0,0.0,48.926,0.0,7.0686,6.921,1.5176,1.5092,0.0084,0.9034,0.0,0.0,5.37,4.17,3.17,76.5,0.0
2022-01-03 23:00:00+00:00,0.0,0.0,0.0,5.03,3.38,79.35,0.0,0.0,48.994,0.0,7.0686,6.921,1.5176,1.5092,0.0084,0.9034,0.0,0.0,5.03,3.83,3.38,79.35,0.0
2022-01-04 00:00:00+00:00,0.0,0.0,0.0,4.68,3.38,79.3,0.0,0.0,49.064,0.0,7.8363,7.7098,1.2485,1.2412,0.0073,0.872,0.0,0.0,4.68,3.4799999999999995,3.38,79.3,0.0
2022-01-04 01:00:00+00:00,0.0,0.0,0.0,4.53,3.24,79.3,0.0,0.0,49.094,0.0,7.8363,7.7098,1.2485,1.2412,0.0073,0.872,0.0,0.0,4.53,3.33,3.24,79.3,0.0
2022-01-04 02:00:00+00:00,0.0,0.0,0.0,4.26,3.31,82.3,0.0,0.0,49.148,0.0,7.8363,7.7098,1.2485,1.2412,0.0073,0.872,0.0,0.0,4.26,3.06,3.31,82.3,0.0
2022-01-04 03:00:00+00:00,0.0,0.0,0.0,4.17,3.45,85.5,0.0,0.0,49.166,0.0,7.8363,7.7098,1.2485,1.2412,0.0073,0.872,0.0,0.0,4.17,2.97,3.45,85.5,0.0
2022-01-04 04:00:00+00:00,0.0,0.0,0.0,4.12,3.52,85.5,0.0,0.0,49.176,0.0,7.8363,7.7098,1.2485,1.2412,0.0073,0.872,0.0,0.0,4.12,2.92,3.52,85.5,0.0
2022-01-04 05:00:00+00:00,0.0,0.0,0.0,4.2,3.45,85.5,0.0,0.0,49.16,0.0,7.8363,7.7098,1.2485,1.2412,0.0073,0.872,0.0,0.0,4.2,3.0,3.45,85.5,0.0
2022-01-04 06:00:00+00:00,0.0,0.0,0.0,4.25,3.52,85.5,0.0,0.0,49.15,0.0,7.8363,7.7098,1.2485,1.2412,0.0073,0.872,0.0,0.0,4.25,3.05,3.52,85.5,0.0
2022-01-04 07:00:00+00:00,55.0,39.0,157.89,4.43,3.66,85.55,0.0,55.0,49.004,0.0321,7.8363,7.7098,1.2485,1.2412,0.0073,0.872,55.0,55.0,4.43,3.2299999999999995,3.66,85.55,5.770129963390851
2022-01-04 08:00:00+00:00,221.0,60.0,659.08,5.4,3.59,82.5,0.0,221.0,48.478,0.0491,7.8363,7.7098,1.2485,1.2412,0.0073,0.872,221.0,221.0,5.4,4.2,3.59,82.5,22.840195839114088
2022-01-04 09:00:00+00:00,270.0,155.0,325.5,7.34,3.72,82.6,0.0,270.0,47.992,0.1249,7.8363,7.7098,1.2485,1.2412,0.0073,0.872,270.0,260.8,7.34,6.14,3.72,82.6,55.00000000000001
2022-01-04 10:00:00+00:00,240.0,202.0,90.27,8.87,3.72,74.05,0.2,232.4,49.746,0.161,7.8363,7.7098,1.2485,1.2412,0.0073,0.872,240.0,224.04,8.87,7.669999999999999,3.72,74.05,33.116708491422806
2022-01-04 11:00:00+00:00,228.0,204.0,54.21,10.39,3.86,69.1,0.4,218.4,51.466,0.1775,7.8363,7.7098,1.2485,1.2412,0.0073,0.872,228.0,216.48,10.39,9.19,3.86,69.1,4.111588344759668
2022-01-04 12:00:00+00:00,164.0,160.0,9.59,11.46,4.0,66.75,0.44,162.24,51.78,0.1268,7.8363,7.7098,1.2485,1.2412,0.0073,0.872,164.0,162.72,11.46,10.260000000000002,4.0,66.75,26.0359945756502
2022-01-04 13:00:00+00:00,129.0,126.0,8.68,11.82,4.0,66.75,0.22,128.34,49.578,0.1,7.8363,7.7098,1.2485,1.2412,0.0073,0.872,129.0,129.0,11.82,10.62,4.0,66.75,50.14151380649083
2022-01-04 14:00:00+00:00,111.0,98.0,55.72,11.81,3.66,69.25,0.0,111.0,47.416,0.078,7.8363,7.7098,1.2485,1.2412,0.0073,0.872,111.0,111.0,11.81,10.61,3.66,69.25,30.24691165329824
2022-01-04 15:00:00+00:00,31.0,28.0,34.13,11.47,3.17,69.25,0.0,31.0,47.644,0.0225,7.8363,7.7098,1.2485,1.2412,0.0073,0.872,31.0,31.0,11.47,10.27,3.17,69.25,9.518009151945924
2022-01-04 16:00:00+00:00,0.0,0.0,0.0,10.79,3.17,74.4,0.0,0.0,47.842,0.0,7.8363,7.7098,1.2485,1.2412,0.0073,0.872,0.0,0.0,10.79,9.59,3.17,74.4,0.0
2022-01-04 17:00:00+00:00,0.0,0.0,0.0,10.16,3.24,77.1,0.0,0.0,47.968,0.0,7.8363,7.7098,1.2485,1.2412,0.0073,0.872,0.0,0.0,10.16,8.96,3.24,77.1,0.0
2022-01-04 18:00:00+00:00,0.0,0.0,0.0,9.5,2.97,79.9,0.0,0.0,48.1,0.0,7.8363,7.7098,1.2485,1.2412,0.0073,0.872,0.0,0.0,9.5,8.3,2.97,79.9,0.0
2022-01-04 19:00:00+00:00,0.0,0.0,0.0,9.03,3.1,82.85,0.0,0.0,48.194,0.0,7.8363,7.7098,1.2485,1.2412,0.0073,0.872,0.0,0.0,9.03,7.829999999999999,3.1,82.85,0.0
2022-01-04 20:00:00+00:00,0.0,0.0,0.0,8.81,3.24,85.9,0.0,0.0,48.238,0.0,7.8363,7.7098,1.2485,1.2412,0.0073,0.872,0.0,0.0,8.81,7.61,3.24,85.9,0.0
2022-01-04 21:00:00+00:00,0.0,0.0,0.0,8.51,3.17,85.9,0.0,0.0,48.298,0.0,7.8363,7.7098,1.2485,1.2412,0.0073,0.872,0.0,0.0,8.51,7.31,3.17,85.9,0.0
2022-01-04 22:00:00+00:00,0.0,0.0,0.0,8.38,3.03,85.9,0.0,0.0,48.324,0.0,7.8363,7.7098,1.2485,1.2412,0.0073,0.872,0.0,0.0,8.38,7.180000000000001,3.03,85.9,0.0
2022-01-04 23:00:00+00:00,0.0,0.0,0.0,8.31,2.9,89.05,0.0,0.0,48.338,0.0,7.8363,7.7098,1.2485,1.2412,0.0073,0.872,0.0,0.0,8.31,7.11,2.9,89.05,0.0
2022-01-05 00:00:00+00:00,0.0,0.0,0.0,8.13,2.9,89.05,0.0,0.0,48.374,0.0,6.688,6.495,1.0849,1.0718,0.0131,0.8533,0.0,0.0,8.13,6.930000000000001,2.9,89.05,0.0
2022-01-05 01:00:00+00:00,0.0,0.0,0.0,7.93,2.9,89.05,0.0,0.0,48.414,0.0,6.688,6.495,1.0849,1.0718,0.0131,0.8533,0.0,0.0,7.93,6.73,2.9,89.05,0.0
2022-01-05 02:00:00+00:00,0.0,0.0,0.0,7.87,2.83,89.05,0.0,0.0,48.426,0.0,6.688,6.495,1.0849,1.0718,0.0131,0.8533,0.0,0.0,7.87,6.67,2.83,89.05,0.0
2022-01-05 03:00:00+00:00,0.0,0.0,0.0,8.08,2.69,89.05,0.0,0.0,48.384,0.0,6.688,6.495,1.0849,1.0718,0.0131,0.8533,0.0,0.0,8.08,6.88,2.69,89.05,0.0
2022-01-05 04:00:00+00:00,0.0,0.0,0.0,7.93,2.69,89.05,0.0,0.0,48.414,0.0,6.688,6.495,1.0849,1.0718,0.0131,0.8533,0.0,0.0,7.93,6.73,2.69,89.05,0.0
2022-01-05 05:00:00+00:00,0.0,0.0,0.0,8.02,2.62,89.05,0.0,0.0,48.396,0.0,6.688,6.495,1.0849,1.0718,0.0131,0.8533,0.0,0.0,8.02,6.819999999999999,2.62,89.05,0.0
2022-01-05 06:00:00+00:00,0.0,0.0,0.0,8.28,2.69,89.05,0.0,0.0,48.344,0.0,6.688,6.495,1.0849,1.0718,0.0131,0.8533,0.0,0.0,8.28,7.079999999999999,2.69,89.05,0.0
2022-01-05 07:00:00+00:00,39.0,35.0,39.36,9.42,2.83,85.95,0.0,39.0,48.038,0.0283,6.688,6.495,1.0849,1.0718,0.0131,0.8533,39.0,39.0,9.42,8.22,2.83,85.95,5.775289811128787
2022-01-05 08:00:00+00:00,92.0,89.0,12.25,10.46,2.83,83.0,0.0,92.0,47.724,0.0713,6.688,6.495,1.0849,1.0718,0.0131,0.8533,92.0,92.0,10.46,9.260000000000002,2.83,83.0,22.833597757608896
2022-01-05 09:00:00+00:00,151.0,144.0,19.76,12.25,3.03,80.2,0.0,151.0,47.248,0.114,6.688,6.495,1.0849,1.0718,0.0131,0.8533,151.0,150.44,12.25,11.05,3.03,80.2,55.00000000000001
2022-01-05 10:00:00+00:00,228.0,198.0,71.03,13.53,3.31,74.85,0.2,222.0,48.838,0.1551,6.688,6.495,1.0849,1.0718,0.0131,0.8533,228.0,215.4,13.53,12.33,3.31,74.85,33.22391992104737
2022-01-05 11:00:00+00:00,148.0,147.0,2.25,14.26,3.86,74.95,0.4,147.6,50.852,0.116,6.688,6.495,1.0849,1.0718,0.0131,0.8533,148.0,147.52,14.26,13.06,3.86,74.95,4.331861182781354
2022-01-05 12:00:00+00:00,186.0,176.0,23.87,14.55,4.28,75.0,0.46,181.4,51.318,0.1376,6.688,6.495,1.0849,1.0718,0.0131,0.8533,186.0,182.6,14.55,13.35,4.28,75.0,25.755195455141028
2022-01-05 13:00:00+00:00,245.0,159.0,247.24,14.68,4.14,75.0,0.22,226.08,48.774,0.1245,6.688,6.495,1.0849,1.0718,0.0131,0.8533,245.0,245.0,14.68,13.48,4.14,75.0,49.8802774044523
2022-01-05 14:00:00+00:00,133.0,104.0,123.0,14.48,3.93,75.0,0.0,133.0,46.838,0.0819,6.688,6.495,1.0849,1.0718,0.0131,0.8533,133.0,133.0,14.48,13.28,3.93,75.0,30.7398482013729
2022-01-05 15:00:00+00:00,49.0,31.0,198.97,14.1,3.59,80.45,0.0,49.0,47.082,0.0246,6.688,6.495,1.0849,1.0718,0.0131,0.8533,49.0,49.0,14.1,12.9,3.59,80.45,9.74636304001068
2022-01-05 16:00:00+00:00,0.0,0.0,0.0,13.64,3.17,86.35,0.0,0.0,47.272,0.0,6.688,6.495,1.0849,1.0718,0.0131,0.8533,0.0,0.0,13.64,12.44,3.17,86.35,0.0
2022-01-05 17:00:00+00:00,0.0,0.0,0.0,13.11,3.03,89.4,0.0,0.0,47.378,0.0,6.688,6.495,1.0849,1.0718,0.0131,0.8533,0.0,0.0,13.11,11.91,3.03,89.4,0.0
2022-01-05 18:00:00+00:00,0.0,0.0,0.0,12.64,2.83,92.6,0.0,0.0,47.472,0.0,6.688,6.495,1.0849,1.0718,0.0131,0.8533,0.0,0.0,12.64,11.44,2.83,92.6,0.0
2022-01-05 19:00:00+00:00,0.0,0.0,0.0,12.96,3.31,89.4,0.0,0.0,47.408,0.0,6.688,6.495,1.0849,1.0718,0.0131,0.8533,0.0,0.0,12.96,11.760000000000002,3.31,89.4,0.0
2022-01-05 20:00:00+00:00,0.0,0.0,0.0,12.79,3.93,92.6,0.0,0.0,47.442,0.0,6.688,6.495,1.0849,1.0718,0.0131,0.8533,0.0,0.0,12.79,11.59,3.93,92.6,0.0
